Energy Usage Information
"For location: DEMO HOUSEHOLD, AGOURA HILLS CA 91301

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"10/22/2025 ","10/22/2025 07:00AM ","10/22/2025 08:00AM ","0.906","0.000"
"10/22/2025 ","10/22/2025 08:00AM ","10/22/2025 09:00AM ","0.714","0.000"
"10/22/2025 ","10/22/2025 09:00AM ","10/22/2025 10:00AM ","0.648","0.000"
"10/22/2025 ","10/22/2025 10:00AM ","10/22/2025 11:00AM ","0.546","0.000"
"10/22/2025 ","10/22/2025 11:00AM ","10/22/2025 12:00PM ","0.588","0.000"
"10/22/2025 ","10/22/2025 12:00PM ","10/22/2025 1:00PM ","0.660","0.000"
"10/22/2025 ","10/22/2025 1:00PM ","10/22/2025 2:00PM ","0.732","0.000"
"10/22/2025 ","10/22/2025 2:00PM ","10/22/2025 3:00PM ","0.756","0.000"
"10/22/2025 ","10/22/2025 3:00PM ","10/22/2025 4:00PM ","0.756","0.000"
"10/22/2025 ","10/22/2025 4:00PM ","10/22/2025 5:00PM ","0.828","0.000"
"10/22/2025 ","10/22/2025 5:00PM ","10/22/2025 6:00PM ","0.942","0.000"
"10/22/2025 ","10/22/2025 6:00PM ","10/22/2025 7:00PM ","0.876","0.000"
"10/22/2025 ","10/22/2025 7:00PM ","10/22/2025 8:00PM ","1.152","0.000"
"10/22/2025 ","10/22/2025 8:00PM ","10/22/2025 9:00PM ","0.774","0.000"
"10/22/2025 ","10/22/2025 9:00PM ","10/22/2025 10:00PM ","0.726","0.000"
"10/22/2025 ","10/22/2025 10:00PM ","10/22/2025 11:00PM ","0.816","0.000"
"10/22/2025 ","10/22/2025 11:00PM ","10/23/2025 12:00AM ","0.696","0.000"
"10/23/2025 ","10/23/2025 12:00AM ","10/23/2025 01:00AM ","0.378","0.000"
"10/23/2025 ","10/23/2025 01:00AM ","10/23/2025 02:00AM ","0.378","0.000"
"10/23/2025 ","10/23/2025 02:00AM ","10/23/2025 03:00AM ","4.206","0.000"
"10/23/2025 ","10/23/2025 03:00AM ","10/23/2025 04:00AM ","8.184","0.000"
"10/23/2025 ","10/23/2025 04:00AM ","10/23/2025 05:00AM ","8.142","0.000"
"10/23/2025 ","10/23/2025 05:00AM ","10/23/2025 06:00AM ","8.124","0.000"
"10/23/2025 ","10/23/2025 06:00AM ","10/23/2025 07:00AM ","8.136","0.000"
"10/23/2025 ","10/23/2025 07:00AM ","10/23/2025 08:00AM ","3.474","0.000"
"10/23/2025 ","10/23/2025 08:00AM ","10/23/2025 09:00AM ","0.642","0.000"
"10/23/2025 ","10/23/2025 09:00AM ","10/23/2025 10:00AM ","0.582","0.000"
"10/23/2025 ","10/23/2025 10:00AM ","10/23/2025 11:00AM ","0.546","0.000"
"10/23/2025 ","10/23/2025 11:00AM ","10/23/2025 12:00PM ","0.552","0.000"
"10/23/2025 ","10/23/2025 12:00PM ","10/23/2025 1:00PM ","0.552","0.000"
"10/23/2025 ","10/23/2025 1:00PM ","10/23/2025 2:00PM ","0.672","0.000"
"10/23/2025 ","10/23/2025 2:00PM ","10/23/2025 3:00PM ","0.522","0.000"
"10/23/2025 ","10/23/2025 3:00PM ","10/23/2025 4:00PM ","0.534","0.000"
"10/23/2025 ","10/23/2025 4:00PM ","10/23/2025 5:00PM ","0.474","0.000"
"10/23/2025 ","10/23/2025 5:00PM ","10/23/2025 6:00PM ","0.510","0.000"
"10/23/2025 ","10/23/2025 6:00PM ","10/23/2025 7:00PM ","0.696","0.000"
"10/23/2025 ","10/23/2025 7:00PM ","10/23/2025 8:00PM ","0.720","0.000"
"10/23/2025 ","10/23/2025 8:00PM ","10/23/2025 9:00PM ","0.864","0.000"
"10/23/2025 ","10/23/2025 9:00PM ","10/23/2025 10:00PM ","1.080","0.000"
"10/23/2025 ","10/23/2025 10:00PM ","10/23/2025 11:00PM ","0.912","0.000"
"10/23/2025 ","10/23/2025 11:00PM ","10/24/2025 12:00AM ","1.020","0.000"
"10/24/2025 ","10/24/2025 12:00AM ","10/24/2025 01:00AM ","0.372","0.000"
"10/24/2025 ","10/24/2025 01:00AM ","10/24/2025 02:00AM ","0.342","0.000"
"10/24/2025 ","10/24/2025 02:00AM ","10/24/2025 03:00AM ","0.312","0.000"
"10/24/2025 ","10/24/2025 03:00AM ","10/24/2025 04:00AM ","0.324","0.000"
"10/24/2025 ","10/24/2025 04:00AM ","10/24/2025 05:00AM ","0.306","0.000"
"10/24/2025 ","10/24/2025 05:00AM ","10/24/2025 06:00AM ","0.312","0.000"
"10/24/2025 ","10/24/2025 06:00AM ","10/24/2025 07:00AM ","0.456","0.000"
"10/24/2025 ","10/24/2025 07:00AM ","10/24/2025 08:00AM ","0.834","0.000"
"10/24/2025 ","10/24/2025 08:00AM ","10/24/2025 09:00AM ","0.588","0.000"
"10/24/2025 ","10/24/2025 09:00AM ","10/24/2025 10:00AM ","0.546","0.000"
"10/24/2025 ","10/24/2025 10:00AM ","10/24/2025 11:00AM ","0.522","0.000"
"10/24/2025 ","10/24/2025 11:00AM ","10/24/2025 12:00PM ","0.546","0.000"
"10/24/2025 ","10/24/2025 12:00PM ","10/24/2025 1:00PM ","0.570","0.000"
"10/24/2025 ","10/24/2025 1:00PM ","10/24/2025 2:00PM ","0.576","0.000"
"10/24/2025 ","10/24/2025 2:00PM ","10/24/2025 3:00PM ","0.516","0.000"
"10/24/2025 ","10/24/2025 3:00PM ","10/24/2025 4:00PM ","0.528","0.000"
"10/24/2025 ","10/24/2025 4:00PM ","10/24/2025 5:00PM ","0.660","0.000"
"10/24/2025 ","10/24/2025 5:00PM ","10/24/2025 6:00PM ","0.804","0.000"
"10/24/2025 ","10/24/2025 6:00PM ","10/24/2025 7:00PM ","0.636","0.000"
"10/24/2025 ","10/24/2025 7:00PM ","10/24/2025 8:00PM ","0.642","0.000"
"10/24/2025 ","10/24/2025 8:00PM ","10/24/2025 9:00PM ","0.642","0.000"
"10/24/2025 ","10/24/2025 9:00PM ","10/24/2025 10:00PM ","0.456","0.000"
"10/24/2025 ","10/24/2025 10:00PM ","10/24/2025 11:00PM ","0.456","0.000"
"10/24/2025 ","10/24/2025 11:00PM ","10/25/2025 12:00AM ","0.612","0.000"
"10/25/2025 ","10/25/2025 12:00AM ","10/25/2025 01:00AM ","0.408","0.000"
"10/25/2025 ","10/25/2025 01:00AM ","10/25/2025 02:00AM ","0.384","0.000"
"10/25/2025 ","10/25/2025 02:00AM ","10/25/2025 03:00AM ","0.336","0.000"
"10/25/2025 ","10/25/2025 03:00AM ","10/25/2025 04:00AM ","0.348","0.000"
"10/25/2025 ","10/25/2025 04:00AM ","10/25/2025 05:00AM ","8.034","0.000"
"10/25/2025 ","10/25/2025 05:00AM ","10/25/2025 06:00AM ","8.136","0.000"
"10/25/2025 ","10/25/2025 06:00AM ","10/25/2025 07:00AM ","8.082","0.000"
"10/25/2025 ","10/25/2025 07:00AM ","10/25/2025 08:00AM ","3.228","0.000"
"10/25/2025 ","10/25/2025 08:00AM ","10/25/2025 09:00AM ","0.690","0.000"
"10/25/2025 ","10/25/2025 09:00AM ","10/25/2025 10:00AM ","0.498","0.000"
"10/25/2025 ","10/25/2025 10:00AM ","10/25/2025 11:00AM ","0.498","0.000"
"10/25/2025 ","10/25/2025 11:00AM ","10/25/2025 12:00PM ","0.588","0.000"
"10/25/2025 ","10/25/2025 12:00PM ","10/25/2025 1:00PM ","0.546","0.000"
"10/25/2025 ","10/25/2025 1:00PM ","10/25/2025 2:00PM ","0.498","0.000"
"10/25/2025 ","10/25/2025 2:00PM ","10/25/2025 3:00PM ","0.528","0.000"
"10/25/2025 ","10/25/2025 3:00PM ","10/25/2025 4:00PM ","0.750","0.000"
"10/25/2025 ","10/25/2025 4:00PM ","10/25/2025 5:00PM ","0.588","0.000"
"10/25/2025 ","10/25/2025 5:00PM ","10/25/2025 6:00PM ","0.528","0.000"
"10/25/2025 ","10/25/2025 6:00PM ","10/25/2025 7:00PM ","0.582","0.000"
"10/25/2025 ","10/25/2025 7:00PM ","10/25/2025 8:00PM ","0.744","0.000"
"10/25/2025 ","10/25/2025 8:00PM ","10/25/2025 9:00PM ","0.708","0.000"
"10/25/2025 ","10/25/2025 9:00PM ","10/25/2025 10:00PM ","0.636","0.000"
"10/25/2025 ","10/25/2025 10:00PM ","10/25/2025 11:00PM ","0.594","0.000"
"10/25/2025 ","10/25/2025 11:00PM ","10/26/2025 12:00AM ","0.408","0.000"
"10/26/2025 ","10/26/2025 12:00AM ","10/26/2025 01:00AM ","0.336","0.000"
"10/26/2025 ","10/26/2025 01:00AM ","10/26/2025 02:00AM ","0.354","0.000"
"10/26/2025 ","10/26/2025 02:00AM ","10/26/2025 03:00AM ","0.300","0.000"
"10/26/2025 ","10/26/2025 03:00AM ","10/26/2025 04:00AM ","0.354","0.000"
"10/26/2025 ","10/26/2025 04:00AM ","10/26/2025 05:00AM ","0.558","0.000"
"10/26/2025 ","10/26/2025 05:00AM ","10/26/2025 06:00AM ","0.324","0.000"
"10/26/2025 ","10/26/2025 06:00AM ","10/26/2025 07:00AM ","0.312","0.000"
"10/26/2025 ","10/26/2025 07:00AM ","10/26/2025 08:00AM ","0.582","0.000"
"10/26/2025 ","10/26/2025 08:00AM ","10/26/2025 09:00AM ","0.474","0.000"
"10/26/2025 ","10/26/2025 09:00AM ","10/26/2025 10:00AM ","0.504","0.000"
"10/26/2025 ","10/26/2025 10:00AM ","10/26/2025 11:00AM ","0.528","0.000"
"10/26/2025 ","10/26/2025 11:00AM ","10/26/2025 12:00PM ","0.636","0.000"
"10/26/2025 ","10/26/2025 12:00PM ","10/26/2025 1:00PM ","0.822","0.000"
"10/26/2025 ","10/26/2025 1:00PM ","10/26/2025 2:00PM ","0.714","0.000"
"10/26/2025 ","10/26/2025 2:00PM ","10/26/2025 3:00PM ","0.588","0.000"
"10/26/2025 ","10/26/2025 3:00PM ","10/26/2025 4:00PM ","0.618","0.000"
"10/26/2025 ","10/26/2025 4:00PM ","10/26/2025 5:00PM ","0.714","0.000"
"10/26/2025 ","10/26/2025 5:00PM ","10/26/2025 6:00PM ","0.972","0.000"
"10/26/2025 ","10/26/2025 6:00PM ","10/26/2025 7:00PM ","0.984","0.000"
"10/26/2025 ","10/26/2025 7:00PM ","10/26/2025 8:00PM ","0.954","0.000"
"10/26/2025 ","10/26/2025 8:00PM ","10/26/2025 9:00PM ","0.876","0.000"
"10/26/2025 ","10/26/2025 9:00PM ","10/26/2025 10:00PM ","0.618","0.000"
"10/26/2025 ","10/26/2025 10:00PM ","10/26/2025 11:00PM ","0.564","0.000"
"10/26/2025 ","10/26/2025 11:00PM ","10/27/2025 12:00AM ","0.420","0.000"
"10/27/2025 ","10/27/2025 12:00AM ","10/27/2025 01:00AM ","0.330","0.000"
"10/27/2025 ","10/27/2025 01:00AM ","10/27/2025 02:00AM ","0.336","0.000"
"10/27/2025 ","10/27/2025 02:00AM ","10/27/2025 03:00AM ","0.300","0.000"
"10/27/2025 ","10/27/2025 03:00AM ","10/27/2025 04:00AM ","0.342","0.000"
"10/27/2025 ","10/27/2025 04:00AM ","10/27/2025 05:00AM ","0.450","0.000"
"10/27/2025 ","10/27/2025 05:00AM ","10/27/2025 06:00AM ","0.384","0.000"
"10/27/2025 ","10/27/2025 06:00AM ","10/27/2025 07:00AM ","0.330","0.000"
"10/27/2025 ","10/27/2025 07:00AM ","10/27/2025 08:00AM ","1.074","0.000"
"10/27/2025 ","10/27/2025 08:00AM ","10/27/2025 09:00AM ","0.480","0.000"
"10/27/2025 ","10/27/2025 09:00AM ","10/27/2025 10:00AM ","0.588","0.000"
"10/27/2025 ","10/27/2025 10:00AM ","10/27/2025 11:00AM ","0.588","0.000"
"10/27/2025 ","10/27/2025 11:00AM ","10/27/2025 12:00PM ","0.612","0.000"
"10/27/2025 ","10/27/2025 12:00PM ","10/27/2025 1:00PM ","0.660","0.000"
"10/27/2025 ","10/27/2025 1:00PM ","10/27/2025 2:00PM ","0.690","0.000"
"10/27/2025 ","10/27/2025 2:00PM ","10/27/2025 3:00PM ","0.972","0.000"
"10/27/2025 ","10/27/2025 3:00PM ","10/27/2025 4:00PM ","0.654","0.000"
"10/27/2025 ","10/27/2025 4:00PM ","10/27/2025 5:00PM ","0.774","0.000"
"10/27/2025 ","10/27/2025 5:00PM ","10/27/2025 6:00PM ","0.624","0.000"
"10/27/2025 ","10/27/2025 6:00PM ","10/27/2025 7:00PM ","0.666","0.000"
"10/27/2025 ","10/27/2025 7:00PM ","10/27/2025 8:00PM ","0.708","0.000"
"10/27/2025 ","10/27/2025 8:00PM ","10/27/2025 9:00PM ","0.960","0.000"
"10/27/2025 ","10/27/2025 9:00PM ","10/27/2025 10:00PM ","0.876","0.000"
"10/27/2025 ","10/27/2025 10:00PM ","10/27/2025 11:00PM ","0.714","0.000"
"10/27/2025 ","10/27/2025 11:00PM ","10/28/2025 12:00AM ","0.468","0.000"
"10/28/2025 ","10/28/2025 12:00AM ","10/28/2025 01:00AM ","0.354","0.000"
"10/28/2025 ","10/28/2025 01:00AM ","10/28/2025 02:00AM ","0.318","0.000"
"10/28/2025 ","10/28/2025 02:00AM ","10/28/2025 03:00AM ","0.312","0.000"
"10/28/2025 ","10/28/2025 03:00AM ","10/28/2025 04:00AM ","0.318","0.000"
"10/28/2025 ","10/28/2025 04:00AM ","10/28/2025 05:00AM ","0.300","0.000"
"10/28/2025 ","10/28/2025 05:00AM ","10/28/2025 06:00AM ","0.330","0.000"
"10/28/2025 ","10/28/2025 06:00AM ","10/28/2025 07:00AM ","0.462","0.000"
"10/28/2025 ","10/28/2025 07:00AM ","10/28/2025 08:00AM ","0.708","0.000"
"10/28/2025 ","10/28/2025 08:00AM ","10/28/2025 09:00AM ","0.522","0.000"
"10/28/2025 ","10/28/2025 09:00AM ","10/28/2025 10:00AM ","1.242","0.000"
"10/28/2025 ","10/28/2025 10:00AM ","10/28/2025 11:00AM ","0.834","0.000"
"10/28/2025 ","10/28/2025 11:00AM ","10/28/2025 12:00PM ","0.792","0.000"
"10/28/2025 ","10/28/2025 12:00PM ","10/28/2025 1:00PM ","0.666","0.000"
"10/28/2025 ","10/28/2025 1:00PM ","10/28/2025 2:00PM ","0.606","0.000"
"10/28/2025 ","10/28/2025 2:00PM ","10/28/2025 3:00PM ","0.552","0.000"
"10/28/2025 ","10/28/2025 3:00PM ","10/28/2025 4:00PM ","1.962","0.000"
"10/28/2025 ","10/28/2025 4:00PM ","10/28/2025 5:00PM ","2.952","0.000"
"10/28/2025 ","10/28/2025 5:00PM ","10/28/2025 6:00PM ","2.586","0.000"
"10/28/2025 ","10/28/2025 6:00PM ","10/28/2025 7:00PM ","2.016","0.000"
"10/28/2025 ","10/28/2025 7:00PM ","10/28/2025 8:00PM ","2.016","0.000"
"10/28/2025 ","10/28/2025 8:00PM ","10/28/2025 9:00PM ","0.870","0.000"
"10/28/2025 ","10/28/2025 9:00PM ","10/28/2025 10:00PM ","0.780","0.000"
"10/28/2025 ","10/28/2025 10:00PM ","10/28/2025 11:00PM ","0.762","0.000"
"10/28/2025 ","10/28/2025 11:00PM ","10/29/2025 12:00AM ","0.666","0.000"
"10/29/2025 ","10/29/2025 12:00AM ","10/29/2025 01:00AM ","0.486","0.000"
"10/29/2025 ","10/29/2025 01:00AM ","10/29/2025 02:00AM ","0.456","0.000"
"10/29/2025 ","10/29/2025 02:00AM ","10/29/2025 03:00AM ","0.402","0.000"
"10/29/2025 ","10/29/2025 03:00AM ","10/29/2025 04:00AM ","0.390","0.000"
"10/29/2025 ","10/29/2025 04:00AM ","10/29/2025 05:00AM ","0.414","0.000"
"10/29/2025 ","10/29/2025 05:00AM ","10/29/2025 06:00AM ","0.378","0.000"
"10/29/2025 ","10/29/2025 06:00AM ","10/29/2025 07:00AM ","0.378","0.000"
"10/29/2025 ","10/29/2025 07:00AM ","10/29/2025 08:00AM ","0.786","0.000"
"10/29/2025 ","10/29/2025 08:00AM ","10/29/2025 09:00AM ","0.690","0.000"
"10/29/2025 ","10/29/2025 09:00AM ","10/29/2025 10:00AM ","0.672","0.000"
"10/29/2025 ","10/29/2025 10:00AM ","10/29/2025 11:00AM ","0.648","0.000"
"10/29/2025 ","10/29/2025 11:00AM ","10/29/2025 12:00PM ","0.642","0.000"
"10/29/2025 ","10/29/2025 12:00PM ","10/29/2025 1:00PM ","0.924","0.000"
"10/29/2025 ","10/29/2025 1:00PM ","10/29/2025 2:00PM ","0.636","0.000"
"10/29/2025 ","10/29/2025 2:00PM ","10/29/2025 3:00PM ","0.594","0.000"
"10/29/2025 ","10/29/2025 3:00PM ","10/29/2025 4:00PM ","0.606","0.000"
"10/29/2025 ","10/29/2025 4:00PM ","10/29/2025 5:00PM ","0.936","0.000"
"10/29/2025 ","10/29/2025 5:00PM ","10/29/2025 6:00PM ","1.176","0.000"
"10/29/2025 ","10/29/2025 6:00PM ","10/29/2025 7:00PM ","1.278","0.000"
"10/29/2025 ","10/29/2025 7:00PM ","10/29/2025 8:00PM ","1.926","0.000"
"10/29/2025 ","10/29/2025 8:00PM ","10/29/2025 9:00PM ","1.764","0.000"
"10/29/2025 ","10/29/2025 9:00PM ","10/29/2025 10:00PM ","0.888","0.000"
"10/29/2025 ","10/29/2025 10:00PM ","10/29/2025 11:00PM ","0.558","0.000"
"10/29/2025 ","10/29/2025 11:00PM ","10/30/2025 12:00AM ","0.456","0.000"
"10/30/2025 ","10/30/2025 12:00AM ","10/30/2025 01:00AM ","0.354","0.000"
"10/30/2025 ","10/30/2025 01:00AM ","10/30/2025 02:00AM ","0.342","0.000"
"10/30/2025 ","10/30/2025 02:00AM ","10/30/2025 03:00AM ","4.392","0.000"
"10/30/2025 ","10/30/2025 03:00AM ","10/30/2025 04:00AM ","8.136","0.000"
"10/30/2025 ","10/30/2025 04:00AM ","10/30/2025 05:00AM ","8.118","0.000"
"10/30/2025 ","10/30/2025 05:00AM ","10/30/2025 06:00AM ","8.076","0.000"
"10/30/2025 ","10/30/2025 06:00AM ","10/30/2025 07:00AM ","8.058","0.000"
"10/30/2025 ","10/30/2025 07:00AM ","10/30/2025 08:00AM ","3.666","0.000"
"10/30/2025 ","10/30/2025 08:00AM ","10/30/2025 09:00AM ","0.582","0.000"
"10/30/2025 ","10/30/2025 09:00AM ","10/30/2025 10:00AM ","0.678","0.000"
"10/30/2025 ","10/30/2025 10:00AM ","10/30/2025 11:00AM ","0.588","0.000"
"10/30/2025 ","10/30/2025 11:00AM ","10/30/2025 12:00PM ","0.594","0.000"
"10/30/2025 ","10/30/2025 12:00PM ","10/30/2025 1:00PM ","0.798","0.000"
"10/30/2025 ","10/30/2025 1:00PM ","10/30/2025 2:00PM ","0.942","0.000"
"10/30/2025 ","10/30/2025 2:00PM ","10/30/2025 3:00PM ","0.510","0.000"
"10/30/2025 ","10/30/2025 3:00PM ","10/30/2025 4:00PM ","0.582","0.000"
"10/30/2025 ","10/30/2025 4:00PM ","10/30/2025 5:00PM ","0.510","0.000"
"10/30/2025 ","10/30/2025 5:00PM ","10/30/2025 6:00PM ","0.564","0.000"
"10/30/2025 ","10/30/2025 6:00PM ","10/30/2025 7:00PM ","0.708","0.000"
"10/30/2025 ","10/30/2025 7:00PM ","10/30/2025 8:00PM ","0.906","0.000"
"10/30/2025 ","10/30/2025 8:00PM ","10/30/2025 9:00PM ","0.756","0.000"
"10/30/2025 ","10/30/2025 9:00PM ","10/30/2025 10:00PM ","0.558","0.000"
"10/30/2025 ","10/30/2025 10:00PM ","10/30/2025 11:00PM ","0.534","0.000"
"10/30/2025 ","10/30/2025 11:00PM ","10/31/2025 12:00AM ","0.480","0.000"
"10/31/2025 ","10/31/2025 12:00AM ","10/31/2025 01:00AM ","0.372","0.000"
"10/31/2025 ","10/31/2025 01:00AM ","10/31/2025 02:00AM ","0.318","0.000"
"10/31/2025 ","10/31/2025 02:00AM ","10/31/2025 03:00AM ","0.336","0.000"
"10/31/2025 ","10/31/2025 03:00AM ","10/31/2025 04:00AM ","0.306","0.000"
"10/31/2025 ","10/31/2025 04:00AM ","10/31/2025 05:00AM ","0.330","0.000"
"10/31/2025 ","10/31/2025 05:00AM ","10/31/2025 06:00AM ","0.306","0.000"
"10/31/2025 ","10/31/2025 06:00AM ","10/31/2025 07:00AM ","0.306","0.000"
"10/31/2025 ","10/31/2025 07:00AM ","10/31/2025 08:00AM ","0.756","0.000"
"10/31/2025 ","10/31/2025 08:00AM ","10/31/2025 09:00AM ","0.552","0.000"
"10/31/2025 ","10/31/2025 09:00AM ","10/31/2025 10:00AM ","0.558","0.000"
"10/31/2025 ","10/31/2025 10:00AM ","10/31/2025 11:00AM ","0.732","0.000"
"10/31/2025 ","10/31/2025 11:00AM ","10/31/2025 12:00PM ","0.636","0.000"
"10/31/2025 ","10/31/2025 12:00PM ","10/31/2025 1:00PM ","0.576","0.000"
"10/31/2025 ","10/31/2025 1:00PM ","10/31/2025 2:00PM ","0.720","0.000"
"10/31/2025 ","10/31/2025 2:00PM ","10/31/2025 3:00PM ","0.624","0.000"
"10/31/2025 ","10/31/2025 3:00PM ","10/31/2025 4:00PM ","0.828","0.000"
"10/31/2025 ","10/31/2025 4:00PM ","10/31/2025 5:00PM ","1.116","0.000"
"10/31/2025 ","10/31/2025 5:00PM ","10/31/2025 6:00PM ","0.900","0.000"
"10/31/2025 ","10/31/2025 6:00PM ","10/31/2025 7:00PM ","0.804","0.000"
"10/31/2025 ","10/31/2025 7:00PM ","10/31/2025 8:00PM ","0.882","0.000"
"10/31/2025 ","10/31/2025 8:00PM ","10/31/2025 9:00PM ","0.786","0.000"
"10/31/2025 ","10/31/2025 9:00PM ","10/31/2025 10:00PM ","0.684","0.000"
"10/31/2025 ","10/31/2025 10:00PM ","10/31/2025 11:00PM ","0.738","0.000"
"10/31/2025 ","10/31/2025 11:00PM ","11/01/2025 12:00AM ","0.666","0.000"
"11/01/2025 ","11/01/2025 12:00AM ","11/01/2025 01:00AM ","0.492","0.000"
"11/01/2025 ","11/01/2025 01:00AM ","11/01/2025 02:00AM ","0.414","0.000"
"11/01/2025 ","11/01/2025 02:00AM ","11/01/2025 03:00AM ","0.354","0.000"
"11/01/2025 ","11/01/2025 03:00AM ","11/01/2025 04:00AM ","0.360","0.000"
"11/01/2025 ","11/01/2025 04:00AM ","11/01/2025 05:00AM ","0.360","0.000"
"11/01/2025 ","11/01/2025 05:00AM ","11/01/2025 06:00AM ","0.336","0.000"
"11/01/2025 ","11/01/2025 06:00AM ","11/01/2025 07:00AM ","0.348","0.000"
"11/01/2025 ","11/01/2025 07:00AM ","11/01/2025 08:00AM ","0.588","0.000"
"11/01/2025 ","11/01/2025 08:00AM ","11/01/2025 09:00AM ","0.672","0.000"
"11/01/2025 ","11/01/2025 09:00AM ","11/01/2025 10:00AM ","0.912","0.000"
"11/01/2025 ","11/01/2025 10:00AM ","11/01/2025 11:00AM ","1.140","0.000"
"11/01/2025 ","11/01/2025 11:00AM ","11/01/2025 12:00PM ","0.888","0.000"
"11/01/2025 ","11/01/2025 12:00PM ","11/01/2025 1:00PM ","0.822","0.000"
"11/01/2025 ","11/01/2025 1:00PM ","11/01/2025 2:00PM ","0.684","0.000"
"11/01/2025 ","11/01/2025 2:00PM ","11/01/2025 3:00PM ","0.660","0.000"
"11/01/2025 ","11/01/2025 3:00PM ","11/01/2025 4:00PM ","0.798","0.000"
"11/01/2025 ","11/01/2025 4:00PM ","11/01/2025 5:00PM ","0.642","0.000"
"11/01/2025 ","11/01/2025 5:00PM ","11/01/2025 6:00PM ","0.738","0.000"
"11/01/2025 ","11/01/2025 6:00PM ","11/01/2025 7:00PM ","0.804","0.000"
"11/01/2025 ","11/01/2025 7:00PM ","11/01/2025 8:00PM ","0.804","0.000"
"11/01/2025 ","11/01/2025 8:00PM ","11/01/2025 9:00PM ","0.756","0.000"
"11/01/2025 ","11/01/2025 9:00PM ","11/01/2025 10:00PM ","1.062","0.000"
"11/01/2025 ","11/01/2025 10:00PM ","11/01/2025 11:00PM ","0.846","0.000"
"11/01/2025 ","11/01/2025 11:00PM ","11/02/2025 12:00AM ","0.576","0.000"
"11/02/2025 ","11/02/2025 12:00AM ","11/02/2025 01:00AM ","0.372","0.000"
"11/02/2025 ","11/02/2025 01:00AM ","11/02/2025 02:00AM ","0.348","0.000"
"11/02/2025 ","11/02/2025 02:00AM ","11/02/2025 03:00AM ","1.602","0.000"
"11/02/2025 ","11/02/2025 03:00AM ","11/02/2025 04:00AM ","8.286","0.000"
"11/02/2025 ","11/02/2025 04:00AM ","11/02/2025 05:00AM ","8.196","0.000"
"11/02/2025 ","11/02/2025 05:00AM ","11/02/2025 06:00AM ","8.130","0.000"
"11/02/2025 ","11/02/2025 06:00AM ","11/02/2025 07:00AM ","8.130","0.000"
"11/02/2025 ","11/02/2025 07:00AM ","11/02/2025 08:00AM ","8.448","0.000"
"11/02/2025 ","11/02/2025 08:00AM ","11/02/2025 09:00AM ","2.016","0.000"
"11/02/2025 ","11/02/2025 09:00AM ","11/02/2025 10:00AM ","0.510","0.000"
"11/02/2025 ","11/02/2025 10:00AM ","11/02/2025 11:00AM ","0.552","0.000"
"11/02/2025 ","11/02/2025 10:00AM ","11/02/2025 11:00AM ","1.158","0.000"
"11/02/2025 ","11/02/2025 11:00AM ","11/02/2025 12:00PM ","1.002","0.000"
"11/02/2025 ","11/02/2025 12:00PM ","11/02/2025 1:00PM ","0.726","0.000"
"11/02/2025 ","11/02/2025 1:00PM ","11/02/2025 2:00PM ","0.696","0.000"
"11/02/2025 ","11/02/2025 2:00PM ","11/02/2025 3:00PM ","0.672","0.000"
"11/02/2025 ","11/02/2025 3:00PM ","11/02/2025 4:00PM ","0.696","0.000"
"11/02/2025 ","11/02/2025 4:00PM ","11/02/2025 5:00PM ","0.882","0.000"
"11/02/2025 ","11/02/2025 5:00PM ","11/02/2025 6:00PM ","0.894","0.000"
"11/02/2025 ","11/02/2025 6:00PM ","11/02/2025 7:00PM ","1.146","0.000"
"11/02/2025 ","11/02/2025 7:00PM ","11/02/2025 8:00PM ","0.936","0.000"
"11/02/2025 ","11/02/2025 8:00PM ","11/02/2025 9:00PM ","0.612","0.000"
"11/02/2025 ","11/02/2025 9:00PM ","11/02/2025 10:00PM ","0.690","0.000"
"11/02/2025 ","11/02/2025 10:00PM ","11/02/2025 11:00PM ","0.564","0.000"
"11/02/2025 ","11/02/2025 11:00PM ","11/03/2025 12:00AM ","0.444","0.000"
"11/03/2025 ","11/03/2025 12:00AM ","11/03/2025 01:00AM ","0.378","0.000"
"11/03/2025 ","11/03/2025 01:00AM ","11/03/2025 02:00AM ","0.354","0.000"
"11/03/2025 ","11/03/2025 02:00AM ","11/03/2025 03:00AM ","0.336","0.000"
"11/03/2025 ","11/03/2025 03:00AM ","11/03/2025 04:00AM ","0.402","0.000"
"11/03/2025 ","11/03/2025 04:00AM ","11/03/2025 05:00AM ","0.378","0.000"
"11/03/2025 ","11/03/2025 05:00AM ","11/03/2025 06:00AM ","0.372","0.000"
"11/03/2025 ","11/03/2025 06:00AM ","11/03/2025 07:00AM ","0.414","0.000"
"11/03/2025 ","11/03/2025 07:00AM ","11/03/2025 08:00AM ","0.864","0.000"
"11/03/2025 ","11/03/2025 08:00AM ","11/03/2025 09:00AM ","0.732","0.000"
"11/03/2025 ","11/03/2025 09:00AM ","11/03/2025 10:00AM ","0.588","0.000"
"11/03/2025 ","11/03/2025 10:00AM ","11/03/2025 11:00AM ","0.636","0.000"
"11/03/2025 ","11/03/2025 11:00AM ","11/03/2025 12:00PM ","0.654","0.000"
