Energy Usage Information
"For location: DEMO HOUSEHOLD, AGOURA HILLS CA 91301

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"09/28/2024 ","09/28/2024 01:00AM ","09/28/2024 02:00AM ","0.402","0.000"
"09/28/2024 ","09/28/2024 02:00AM ","09/28/2024 03:00AM ","0.438","0.000"
"09/28/2024 ","09/28/2024 03:00AM ","09/28/2024 04:00AM ","0.384","0.000"
"09/28/2024 ","09/28/2024 04:00AM ","09/28/2024 05:00AM ","0.330","0.000"
"09/28/2024 ","09/28/2024 05:00AM ","09/28/2024 06:00AM ","0.336","0.000"
"09/28/2024 ","09/28/2024 06:00AM ","09/28/2024 07:00AM ","0.882","0.000"
"09/28/2024 ","09/28/2024 07:00AM ","09/28/2024 08:00AM ","5.508","0.000"
"09/28/2024 ","09/28/2024 08:00AM ","09/28/2024 09:00AM ","0.438","0.000"
"09/28/2024 ","09/28/2024 09:00AM ","09/28/2024 10:00AM ","1.002","0.000"
"09/28/2024 ","09/28/2024 10:00AM ","09/28/2024 11:00AM ","1.272","0.000"
"09/28/2024 ","09/28/2024 11:00AM ","09/28/2024 12:00PM ","1.482","0.000"
"09/28/2024 ","09/28/2024 12:00PM ","09/28/2024 1:00PM ","0.666","0.000"
"09/28/2024 ","09/28/2024 1:00PM ","09/28/2024 2:00PM ","0.588","0.000"
"09/28/2024 ","09/28/2024 2:00PM ","09/28/2024 3:00PM ","0.618","0.000"
"09/28/2024 ","09/28/2024 3:00PM ","09/28/2024 4:00PM ","0.954","0.000"
"09/28/2024 ","09/28/2024 4:00PM ","09/28/2024 5:00PM ","1.860","0.000"
"09/28/2024 ","09/28/2024 5:00PM ","09/28/2024 6:00PM ","2.310","0.000"
"09/28/2024 ","09/28/2024 6:00PM ","09/28/2024 7:00PM ","1.374","0.000"
"09/28/2024 ","09/28/2024 7:00PM ","09/28/2024 8:00PM ","1.296","0.000"
"09/28/2024 ","09/28/2024 8:00PM ","09/28/2024 9:00PM ","1.584","0.000"
"09/28/2024 ","09/28/2024 9:00PM ","09/28/2024 10:00PM ","1.032","0.000"
"09/28/2024 ","09/28/2024 10:00PM ","09/28/2024 11:00PM ","0.630","0.000"
"09/28/2024 ","09/28/2024 11:00PM ","09/29/2024 12:00AM ","0.438","0.000"
"09/29/2024 ","09/29/2024 12:00AM ","09/29/2024 01:00AM ","0.378","0.000"
"09/29/2024 ","09/29/2024 01:00AM ","09/29/2024 02:00AM ","0.384","0.000"
"09/29/2024 ","09/29/2024 02:00AM ","09/29/2024 03:00AM ","0.342","0.000"
"09/29/2024 ","09/29/2024 03:00AM ","09/29/2024 04:00AM ","0.354","0.000"
"09/29/2024 ","09/29/2024 04:00AM ","09/29/2024 05:00AM ","0.324","0.000"
"09/29/2024 ","09/29/2024 05:00AM ","09/29/2024 06:00AM ","0.330","0.000"
"09/29/2024 ","09/29/2024 06:00AM ","09/29/2024 07:00AM ","0.414","0.000"
"09/29/2024 ","09/29/2024 07:00AM ","09/29/2024 08:00AM ","0.678","0.000"
"09/29/2024 ","09/29/2024 08:00AM ","09/29/2024 09:00AM ","0.630","0.000"
"09/29/2024 ","09/29/2024 09:00AM ","09/29/2024 10:00AM ","0.588","0.000"
"09/29/2024 ","09/29/2024 10:00AM ","09/29/2024 11:00AM ","0.528","0.000"
"09/29/2024 ","09/29/2024 11:00AM ","09/29/2024 12:00PM ","0.852","0.000"
"09/29/2024 ","09/29/2024 12:00PM ","09/29/2024 1:00PM ","0.708","0.000"
"09/29/2024 ","09/29/2024 1:00PM ","09/29/2024 2:00PM ","0.966","0.000"
"09/29/2024 ","09/29/2024 2:00PM ","09/29/2024 3:00PM ","0.738","0.000"
"09/29/2024 ","09/29/2024 3:00PM ","09/29/2024 4:00PM ","1.266","0.000"
"09/29/2024 ","09/29/2024 4:00PM ","09/29/2024 5:00PM ","2.172","0.000"
"09/29/2024 ","09/29/2024 5:00PM ","09/29/2024 6:00PM ","3.144","0.000"
"09/29/2024 ","09/29/2024 6:00PM ","09/29/2024 7:00PM ","2.328","0.000"
"09/29/2024 ","09/29/2024 7:00PM ","09/29/2024 8:00PM ","2.628","0.000"
"09/29/2024 ","09/29/2024 8:00PM ","09/29/2024 9:00PM ","1.500","0.000"
"09/29/2024 ","09/29/2024 9:00PM ","09/29/2024 10:00PM ","1.092","0.000"
"09/29/2024 ","09/29/2024 10:00PM ","09/29/2024 11:00PM ","0.618","0.000"
"09/29/2024 ","09/29/2024 11:00PM ","09/30/2024 12:00AM ","0.456","0.000"
"09/30/2024 ","09/30/2024 12:00AM ","09/30/2024 01:00AM ","0.354","0.000"
"09/30/2024 ","09/30/2024 01:00AM ","09/30/2024 02:00AM ","0.480","0.000"
"09/30/2024 ","09/30/2024 02:00AM ","09/30/2024 03:00AM ","0.396","0.000"
"09/30/2024 ","09/30/2024 03:00AM ","09/30/2024 04:00AM ","0.396","0.000"
"09/30/2024 ","09/30/2024 04:00AM ","09/30/2024 05:00AM ","6.240","0.000"
"09/30/2024 ","09/30/2024 05:00AM ","09/30/2024 06:00AM ","8.118","0.000"
"09/30/2024 ","09/30/2024 06:00AM ","09/30/2024 07:00AM ","8.064","0.000"
"09/30/2024 ","09/30/2024 07:00AM ","09/30/2024 08:00AM ","5.208","0.000"
"09/30/2024 ","09/30/2024 08:00AM ","09/30/2024 09:00AM ","0.750","0.000"
"09/30/2024 ","09/30/2024 09:00AM ","09/30/2024 10:00AM ","0.774","0.000"
"09/30/2024 ","09/30/2024 10:00AM ","09/30/2024 11:00AM ","0.750","0.000"
"09/30/2024 ","09/30/2024 11:00AM ","09/30/2024 12:00PM ","0.690","0.000"
"09/30/2024 ","09/30/2024 12:00PM ","09/30/2024 1:00PM ","0.624","0.000"
"09/30/2024 ","09/30/2024 1:00PM ","09/30/2024 2:00PM ","0.474","0.000"
"09/30/2024 ","09/30/2024 2:00PM ","09/30/2024 3:00PM ","1.440","0.000"
"09/30/2024 ","09/30/2024 3:00PM ","09/30/2024 4:00PM ","2.850","0.000"
"09/30/2024 ","09/30/2024 4:00PM ","09/30/2024 5:00PM ","2.994","0.000"
"09/30/2024 ","09/30/2024 5:00PM ","09/30/2024 6:00PM ","3.006","0.000"
"09/30/2024 ","09/30/2024 6:00PM ","09/30/2024 7:00PM ","2.472","0.000"
"09/30/2024 ","09/30/2024 7:00PM ","09/30/2024 8:00PM ","2.256","0.000"
"09/30/2024 ","09/30/2024 8:00PM ","09/30/2024 9:00PM ","1.530","0.000"
"09/30/2024 ","09/30/2024 9:00PM ","09/30/2024 10:00PM ","0.852","0.000"
"09/30/2024 ","09/30/2024 10:00PM ","09/30/2024 11:00PM ","0.882","0.000"
"09/30/2024 ","09/30/2024 11:00PM ","10/01/2024 12:00AM ","0.480","0.000"
"10/01/2024 ","10/01/2024 12:00AM ","10/01/2024 01:00AM ","0.522","0.000"
"10/01/2024 ","10/01/2024 01:00AM ","10/01/2024 02:00AM ","0.390","0.000"
"10/01/2024 ","10/01/2024 02:00AM ","10/01/2024 03:00AM ","0.396","0.000"
"10/01/2024 ","10/01/2024 03:00AM ","10/01/2024 04:00AM ","0.354","0.000"
"10/01/2024 ","10/01/2024 04:00AM ","10/01/2024 05:00AM ","0.354","0.000"
"10/01/2024 ","10/01/2024 05:00AM ","10/01/2024 06:00AM ","0.324","0.000"
"10/01/2024 ","10/01/2024 06:00AM ","10/01/2024 07:00AM ","0.348","0.000"
"10/01/2024 ","10/01/2024 07:00AM ","10/01/2024 08:00AM ","1.230","0.000"
"10/01/2024 ","10/01/2024 08:00AM ","10/01/2024 09:00AM ","0.504","0.000"
"10/01/2024 ","10/01/2024 09:00AM ","10/01/2024 10:00AM ","0.600","0.000"
"10/01/2024 ","10/01/2024 10:00AM ","10/01/2024 11:00AM ","0.546","0.000"
"10/01/2024 ","10/01/2024 11:00AM ","10/01/2024 12:00PM ","0.498","0.000"
"10/01/2024 ","10/01/2024 12:00PM ","10/01/2024 1:00PM ","0.666","0.000"
"10/01/2024 ","10/01/2024 1:00PM ","10/01/2024 2:00PM ","1.716","0.000"
"10/01/2024 ","10/01/2024 2:00PM ","10/01/2024 3:00PM ","2.964","0.000"
"10/01/2024 ","10/01/2024 3:00PM ","10/01/2024 4:00PM ","2.910","0.000"
"10/01/2024 ","10/01/2024 4:00PM ","10/01/2024 5:00PM ","3.018","0.000"
"10/01/2024 ","10/01/2024 5:00PM ","10/01/2024 6:00PM ","3.228","0.000"
"10/01/2024 ","10/01/2024 6:00PM ","10/01/2024 7:00PM ","2.670","0.000"
"10/01/2024 ","10/01/2024 7:00PM ","10/01/2024 8:00PM ","1.932","0.000"
"10/01/2024 ","10/01/2024 8:00PM ","10/01/2024 9:00PM ","1.782","0.000"
"10/01/2024 ","10/01/2024 9:00PM ","10/01/2024 10:00PM ","0.996","0.000"
"10/01/2024 ","10/01/2024 10:00PM ","10/01/2024 11:00PM ","1.212","0.000"
"10/01/2024 ","10/01/2024 11:00PM ","10/02/2024 12:00AM ","0.744","0.000"
"10/02/2024 ","10/02/2024 12:00AM ","10/02/2024 01:00AM ","0.882","0.000"
"10/02/2024 ","10/02/2024 01:00AM ","10/02/2024 02:00AM ","0.456","0.000"
"10/02/2024 ","10/02/2024 02:00AM ","10/02/2024 03:00AM ","0.402","0.000"
"10/02/2024 ","10/02/2024 03:00AM ","10/02/2024 04:00AM ","0.408","0.000"
"10/02/2024 ","10/02/2024 04:00AM ","10/02/2024 05:00AM ","3.054","0.000"
"10/02/2024 ","10/02/2024 05:00AM ","10/02/2024 06:00AM ","8.106","0.000"
"10/02/2024 ","10/02/2024 06:00AM ","10/02/2024 07:00AM ","8.088","0.000"
"10/02/2024 ","10/02/2024 07:00AM ","10/02/2024 08:00AM ","5.514","0.000"
"10/02/2024 ","10/02/2024 08:00AM ","10/02/2024 09:00AM ","0.726","0.000"
"10/02/2024 ","10/02/2024 09:00AM ","10/02/2024 10:00AM ","0.660","0.000"
"10/02/2024 ","10/02/2024 10:00AM ","10/02/2024 11:00AM ","0.702","0.000"
"10/02/2024 ","10/02/2024 11:00AM ","10/02/2024 12:00PM ","0.642","0.000"
"10/02/2024 ","10/02/2024 12:00PM ","10/02/2024 1:00PM ","1.950","0.000"
"10/02/2024 ","10/02/2024 1:00PM ","10/02/2024 2:00PM ","3.468","0.000"
"10/02/2024 ","10/02/2024 2:00PM ","10/02/2024 3:00PM ","3.348","0.000"
"10/02/2024 ","10/02/2024 3:00PM ","10/02/2024 4:00PM ","4.590","0.000"
"10/02/2024 ","10/02/2024 4:00PM ","10/02/2024 5:00PM ","4.944","0.000"
"10/02/2024 ","10/02/2024 5:00PM ","10/02/2024 6:00PM ","4.506","0.000"
"10/02/2024 ","10/02/2024 6:00PM ","10/02/2024 7:00PM ","3.306","0.000"
"10/02/2024 ","10/02/2024 7:00PM ","10/02/2024 8:00PM ","3.462","0.000"
"10/02/2024 ","10/02/2024 8:00PM ","10/02/2024 9:00PM ","3.774","0.000"
"10/02/2024 ","10/02/2024 9:00PM ","10/02/2024 10:00PM ","2.244","0.000"
"10/02/2024 ","10/02/2024 10:00PM ","10/02/2024 11:00PM ","1.584","0.000"
"10/02/2024 ","10/02/2024 11:00PM ","10/03/2024 12:00AM ","1.128","0.000"
"10/03/2024 ","10/03/2024 12:00AM ","10/03/2024 01:00AM ","0.906","0.000"
"10/03/2024 ","10/03/2024 01:00AM ","10/03/2024 02:00AM ","0.420","0.000"
"10/03/2024 ","10/03/2024 02:00AM ","10/03/2024 03:00AM ","0.594","0.000"
"10/03/2024 ","10/03/2024 03:00AM ","10/03/2024 04:00AM ","0.438","0.000"
"10/03/2024 ","10/03/2024 04:00AM ","10/03/2024 05:00AM ","0.432","0.000"
"10/03/2024 ","10/03/2024 05:00AM ","10/03/2024 06:00AM ","0.420","0.000"
"10/03/2024 ","10/03/2024 06:00AM ","10/03/2024 07:00AM ","0.420","0.000"
"10/03/2024 ","10/03/2024 07:00AM ","10/03/2024 08:00AM ","0.660","0.000"
"10/03/2024 ","10/03/2024 08:00AM ","10/03/2024 09:00AM ","1.212","0.000"
"10/03/2024 ","10/03/2024 09:00AM ","10/03/2024 10:00AM ","0.912","0.000"
"10/03/2024 ","10/03/2024 10:00AM ","10/03/2024 11:00AM ","0.894","0.000"
"10/03/2024 ","10/03/2024 11:00AM ","10/03/2024 12:00PM ","1.818","0.000"
"10/03/2024 ","10/03/2024 12:00PM ","10/03/2024 1:00PM ","2.166","0.000"
"10/03/2024 ","10/03/2024 1:00PM ","10/03/2024 2:00PM ","2.862","0.000"
"10/03/2024 ","10/03/2024 2:00PM ","10/03/2024 3:00PM ","3.108","0.000"
"10/03/2024 ","10/03/2024 3:00PM ","10/03/2024 4:00PM ","3.108","0.000"
"10/03/2024 ","10/03/2024 4:00PM ","10/03/2024 5:00PM ","4.212","0.000"
"10/03/2024 ","10/03/2024 5:00PM ","10/03/2024 6:00PM ","3.888","0.000"
"10/03/2024 ","10/03/2024 6:00PM ","10/03/2024 7:00PM ","3.540","0.000"
"10/03/2024 ","10/03/2024 7:00PM ","10/03/2024 8:00PM ","2.382","0.000"
"10/03/2024 ","10/03/2024 8:00PM ","10/03/2024 9:00PM ","2.250","0.000"
"10/03/2024 ","10/03/2024 9:00PM ","10/03/2024 10:00PM ","1.668","0.000"
"10/03/2024 ","10/03/2024 10:00PM ","10/03/2024 11:00PM ","1.092","0.000"
"10/03/2024 ","10/03/2024 11:00PM ","10/04/2024 12:00AM ","1.236","0.000"
"10/04/2024 ","10/04/2024 12:00AM ","10/04/2024 01:00AM ","0.864","0.000"
"10/04/2024 ","10/04/2024 01:00AM ","10/04/2024 02:00AM ","0.594","0.000"
"10/04/2024 ","10/04/2024 02:00AM ","10/04/2024 03:00AM ","0.432","0.000"
"10/04/2024 ","10/04/2024 03:00AM ","10/04/2024 04:00AM ","0.594","0.000"
"10/04/2024 ","10/04/2024 04:00AM ","10/04/2024 05:00AM ","0.414","0.000"
"10/04/2024 ","10/04/2024 05:00AM ","10/04/2024 06:00AM ","0.420","0.000"
"10/04/2024 ","10/04/2024 06:00AM ","10/04/2024 07:00AM ","0.426","0.000"
"10/04/2024 ","10/04/2024 07:00AM ","10/04/2024 08:00AM ","0.474","0.000"
"10/04/2024 ","10/04/2024 08:00AM ","10/04/2024 09:00AM ","0.726","0.000"
"10/04/2024 ","10/04/2024 09:00AM ","10/04/2024 10:00AM ","0.678","0.000"
"10/04/2024 ","10/04/2024 10:00AM ","10/04/2024 11:00AM ","0.552","0.000"
"10/04/2024 ","10/04/2024 11:00AM ","10/04/2024 12:00PM ","0.744","0.000"
"10/04/2024 ","10/04/2024 12:00PM ","10/04/2024 1:00PM ","2.034","0.000"
"10/04/2024 ","10/04/2024 1:00PM ","10/04/2024 2:00PM ","2.850","0.000"
"10/04/2024 ","10/04/2024 2:00PM ","10/04/2024 3:00PM ","4.032","0.000"
"10/04/2024 ","10/04/2024 3:00PM ","10/04/2024 4:00PM ","4.386","0.000"
"10/04/2024 ","10/04/2024 4:00PM ","10/04/2024 5:00PM ","3.924","0.000"
"10/04/2024 ","10/04/2024 5:00PM ","10/04/2024 6:00PM ","3.516","0.000"
"10/04/2024 ","10/04/2024 6:00PM ","10/04/2024 7:00PM ","2.820","0.000"
"10/04/2024 ","10/04/2024 7:00PM ","10/04/2024 8:00PM ","2.838","0.000"
"10/04/2024 ","10/04/2024 8:00PM ","10/04/2024 9:00PM ","2.526","0.000"
"10/04/2024 ","10/04/2024 9:00PM ","10/04/2024 10:00PM ","2.370","0.000"
"10/04/2024 ","10/04/2024 10:00PM ","10/04/2024 11:00PM ","1.836","0.000"
"10/04/2024 ","10/04/2024 11:00PM ","10/05/2024 12:00AM ","1.380","0.000"
"10/05/2024 ","10/05/2024 12:00AM ","10/05/2024 01:00AM ","1.104","0.000"
"10/05/2024 ","10/05/2024 01:00AM ","10/05/2024 02:00AM ","0.624","0.000"
"10/05/2024 ","10/05/2024 02:00AM ","10/05/2024 03:00AM ","0.426","0.000"
"10/05/2024 ","10/05/2024 03:00AM ","10/05/2024 04:00AM ","0.444","0.000"
"10/05/2024 ","10/05/2024 04:00AM ","10/05/2024 05:00AM ","0.396","0.000"
"10/05/2024 ","10/05/2024 05:00AM ","10/05/2024 06:00AM ","0.390","0.000"
"10/05/2024 ","10/05/2024 06:00AM ","10/05/2024 07:00AM ","0.372","0.000"
"10/05/2024 ","10/05/2024 07:00AM ","10/05/2024 08:00AM ","0.708","0.000"
"10/05/2024 ","10/05/2024 08:00AM ","10/05/2024 09:00AM ","0.966","0.000"
"10/05/2024 ","10/05/2024 09:00AM ","10/05/2024 10:00AM ","1.488","0.000"
"10/05/2024 ","10/05/2024 10:00AM ","10/05/2024 11:00AM ","2.628","0.000"
"10/05/2024 ","10/05/2024 11:00AM ","10/05/2024 12:00PM ","2.946","0.000"
"10/05/2024 ","10/05/2024 12:00PM ","10/05/2024 1:00PM ","2.172","0.000"
"10/05/2024 ","10/05/2024 1:00PM ","10/05/2024 2:00PM ","1.746","0.000"
"10/05/2024 ","10/05/2024 2:00PM ","10/05/2024 3:00PM ","2.286","0.000"
"10/05/2024 ","10/05/2024 3:00PM ","10/05/2024 4:00PM ","2.532","0.000"
"10/05/2024 ","10/05/2024 4:00PM ","10/05/2024 5:00PM ","3.102","0.000"
"10/05/2024 ","10/05/2024 5:00PM ","10/05/2024 6:00PM ","2.400","0.000"
"10/05/2024 ","10/05/2024 6:00PM ","10/05/2024 7:00PM ","2.100","0.000"
"10/05/2024 ","10/05/2024 7:00PM ","10/05/2024 8:00PM ","1.710","0.000"
"10/05/2024 ","10/05/2024 8:00PM ","10/05/2024 9:00PM ","2.466","0.000"
"10/05/2024 ","10/05/2024 9:00PM ","10/05/2024 10:00PM ","2.010","0.000"
"10/05/2024 ","10/05/2024 10:00PM ","10/05/2024 11:00PM ","1.620","0.000"
"10/05/2024 ","10/05/2024 11:00PM ","10/06/2024 12:00AM ","1.320","0.000"
"10/06/2024 ","10/06/2024 12:00AM ","10/06/2024 01:00AM ","0.864","0.000"
"10/06/2024 ","10/06/2024 01:00AM ","10/06/2024 02:00AM ","0.978","0.000"
"10/06/2024 ","10/06/2024 02:00AM ","10/06/2024 03:00AM ","0.354","0.000"
"10/06/2024 ","10/06/2024 03:00AM ","10/06/2024 04:00AM ","6.924","0.000"
"10/06/2024 ","10/06/2024 04:00AM ","10/06/2024 05:00AM ","8.142","0.000"
"10/06/2024 ","10/06/2024 05:00AM ","10/06/2024 06:00AM ","8.124","0.000"
"10/06/2024 ","10/06/2024 06:00AM ","10/06/2024 07:00AM ","8.148","0.000"
"10/06/2024 ","10/06/2024 07:00AM ","10/06/2024 08:00AM ","5.730","0.000"
"10/06/2024 ","10/06/2024 08:00AM ","10/06/2024 09:00AM ","1.062","0.000"
"10/06/2024 ","10/06/2024 09:00AM ","10/06/2024 10:00AM ","1.038","0.000"
"10/06/2024 ","10/06/2024 10:00AM ","10/06/2024 11:00AM ","0.660","0.000"
"10/06/2024 ","10/06/2024 11:00AM ","10/06/2024 12:00PM ","0.732","0.000"
"10/06/2024 ","10/06/2024 12:00PM ","10/06/2024 1:00PM ","1.848","0.000"
"10/06/2024 ","10/06/2024 1:00PM ","10/06/2024 2:00PM ","3.894","0.000"
"10/06/2024 ","10/06/2024 2:00PM ","10/06/2024 3:00PM ","4.338","0.000"
"10/06/2024 ","10/06/2024 3:00PM ","10/06/2024 4:00PM ","4.662","0.000"
"10/06/2024 ","10/06/2024 4:00PM ","10/06/2024 5:00PM ","3.486","0.000"
"10/06/2024 ","10/06/2024 5:00PM ","10/06/2024 6:00PM ","3.660","0.000"
"10/06/2024 ","10/06/2024 6:00PM ","10/06/2024 7:00PM ","3.318","0.000"
"10/06/2024 ","10/06/2024 7:00PM ","10/06/2024 8:00PM ","2.790","0.000"
"10/06/2024 ","10/06/2024 8:00PM ","10/06/2024 9:00PM ","2.832","0.000"
"10/06/2024 ","10/06/2024 9:00PM ","10/06/2024 10:00PM ","1.734","0.000"
"10/06/2024 ","10/06/2024 10:00PM ","10/06/2024 11:00PM ","1.554","0.000"
"10/06/2024 ","10/06/2024 11:00PM ","10/07/2024 12:00AM ","0.780","0.000"
"10/07/2024 ","10/07/2024 12:00AM ","10/07/2024 01:00AM ","0.552","0.000"
"10/07/2024 ","10/07/2024 01:00AM ","10/07/2024 02:00AM ","0.408","0.000"
"10/07/2024 ","10/07/2024 02:00AM ","10/07/2024 03:00AM ","0.684","0.000"
"10/07/2024 ","10/07/2024 03:00AM ","10/07/2024 04:00AM ","0.354","0.000"
"10/07/2024 ","10/07/2024 04:00AM ","10/07/2024 05:00AM ","0.330","0.000"
"10/07/2024 ","10/07/2024 05:00AM ","10/07/2024 06:00AM ","0.354","0.000"
"10/07/2024 ","10/07/2024 06:00AM ","10/07/2024 07:00AM ","0.324","0.000"
"10/07/2024 ","10/07/2024 07:00AM ","10/07/2024 08:00AM ","0.792","0.000"
"10/07/2024 ","10/07/2024 08:00AM ","10/07/2024 09:00AM ","0.738","0.000"
"10/07/2024 ","10/07/2024 09:00AM ","10/07/2024 10:00AM ","0.576","0.000"
"10/07/2024 ","10/07/2024 10:00AM ","10/07/2024 11:00AM ","0.504","0.000"
"10/07/2024 ","10/07/2024 11:00AM ","10/07/2024 12:00PM ","0.666","0.000"
"10/07/2024 ","10/07/2024 12:00PM ","10/07/2024 1:00PM ","0.654","0.000"
"10/07/2024 ","10/07/2024 1:00PM ","10/07/2024 2:00PM ","0.858","0.000"
"10/07/2024 ","10/07/2024 2:00PM ","10/07/2024 3:00PM ","1.428","0.000"
"10/07/2024 ","10/07/2024 3:00PM ","10/07/2024 4:00PM ","2.046","0.000"
"10/07/2024 ","10/07/2024 4:00PM ","10/07/2024 5:00PM ","2.634","0.000"
"10/07/2024 ","10/07/2024 5:00PM ","10/07/2024 6:00PM ","4.572","0.000"
"10/07/2024 ","10/07/2024 6:00PM ","10/07/2024 7:00PM ","3.522","0.000"
"10/07/2024 ","10/07/2024 7:00PM ","10/07/2024 8:00PM ","3.156","0.000"
"10/07/2024 ","10/07/2024 8:00PM ","10/07/2024 9:00PM ","2.670","0.000"
"10/07/2024 ","10/07/2024 9:00PM ","10/07/2024 10:00PM ","1.782","0.000"
"10/07/2024 ","10/07/2024 10:00PM ","10/07/2024 11:00PM ","1.380","0.000"
"10/07/2024 ","10/07/2024 11:00PM ","10/08/2024 12:00AM ","0.918","0.000"
"10/08/2024 ","10/08/2024 12:00AM ","10/08/2024 01:00AM ","0.852","0.000"
"10/08/2024 ","10/08/2024 01:00AM ","10/08/2024 02:00AM ","0.348","0.000"
"10/08/2024 ","10/08/2024 02:00AM ","10/08/2024 03:00AM ","0.348","0.000"
"10/08/2024 ","10/08/2024 03:00AM ","10/08/2024 04:00AM ","0.336","0.000"
"10/08/2024 ","10/08/2024 04:00AM ","10/08/2024 05:00AM ","0.330","0.000"
"10/08/2024 ","10/08/2024 05:00AM ","10/08/2024 06:00AM ","0.312","0.000"
"10/08/2024 ","10/08/2024 06:00AM ","10/08/2024 07:00AM ","0.318","0.000"
"10/08/2024 ","10/08/2024 07:00AM ","10/08/2024 08:00AM ","0.918","0.000"
"10/08/2024 ","10/08/2024 08:00AM ","10/08/2024 09:00AM ","0.666","0.000"
"10/08/2024 ","10/08/2024 09:00AM ","10/08/2024 10:00AM ","0.624","0.000"
"10/08/2024 ","10/08/2024 10:00AM ","10/08/2024 11:00AM ","0.582","0.000"
"10/08/2024 ","10/08/2024 11:00AM ","10/08/2024 12:00PM ","0.546","0.000"
"10/08/2024 ","10/08/2024 12:00PM ","10/08/2024 1:00PM ","0.606","0.000"
"10/08/2024 ","10/08/2024 1:00PM ","10/08/2024 2:00PM ","1.362","0.000"
"10/08/2024 ","10/08/2024 2:00PM ","10/08/2024 3:00PM ","2.106","0.000"
"10/08/2024 ","10/08/2024 3:00PM ","10/08/2024 4:00PM ","2.880","0.000"
"10/08/2024 ","10/08/2024 4:00PM ","10/08/2024 5:00PM ","3.348","0.000"
"10/08/2024 ","10/08/2024 5:00PM ","10/08/2024 6:00PM ","4.056","0.000"
"10/08/2024 ","10/08/2024 6:00PM ","10/08/2024 7:00PM ","3.396","0.000"
"10/08/2024 ","10/08/2024 7:00PM ","10/08/2024 8:00PM ","2.526","0.000"
"10/08/2024 ","10/08/2024 8:00PM ","10/08/2024 9:00PM ","2.040","0.000"
"10/08/2024 ","10/08/2024 9:00PM ","10/08/2024 10:00PM ","1.428","0.000"
"10/08/2024 ","10/08/2024 10:00PM ","10/08/2024 11:00PM ","1.116","0.000"
"10/08/2024 ","10/08/2024 11:00PM ","10/09/2024 12:00AM ","0.534","0.000"
"10/09/2024 ","10/09/2024 12:00AM ","10/09/2024 01:00AM ","0.528","0.000"
"10/09/2024 ","10/09/2024 01:00AM ","10/09/2024 02:00AM ","0.402","0.000"
"10/09/2024 ","10/09/2024 02:00AM ","10/09/2024 03:00AM ","0.342","0.000"
"10/09/2024 ","10/09/2024 03:00AM ","10/09/2024 04:00AM ","0.354","0.000"
"10/09/2024 ","10/09/2024 04:00AM ","10/09/2024 05:00AM ","0.324","0.000"
"10/09/2024 ","10/09/2024 05:00AM ","10/09/2024 06:00AM ","0.354","0.000"
"10/09/2024 ","10/09/2024 06:00AM ","10/09/2024 07:00AM ","0.312","0.000"
"10/09/2024 ","10/09/2024 07:00AM ","10/09/2024 08:00AM ","1.248","0.000"
"10/09/2024 ","10/09/2024 08:00AM ","10/09/2024 09:00AM ","1.134","0.000"
"10/09/2024 ","10/09/2024 09:00AM ","10/09/2024 10:00AM ","0.714","0.000"
"10/09/2024 ","10/09/2024 10:00AM ","10/09/2024 11:00AM ","0.570","0.000"
"10/09/2024 ","10/09/2024 11:00AM ","10/09/2024 12:00PM ","0.690","0.000"
"10/09/2024 ","10/09/2024 12:00PM ","10/09/2024 1:00PM ","0.612","0.000"
"10/09/2024 ","10/09/2024 1:00PM ","10/09/2024 2:00PM ","1.170","0.000"
"10/09/2024 ","10/09/2024 2:00PM ","10/09/2024 3:00PM ","2.310","0.000"
"10/09/2024 ","10/09/2024 3:00PM ","10/09/2024 4:00PM ","2.934","0.000"
"10/09/2024 ","10/09/2024 4:00PM ","10/09/2024 5:00PM ","2.784","0.000"
"10/09/2024 ","10/09/2024 5:00PM ","10/09/2024 6:00PM ","2.724","0.000"
"10/09/2024 ","10/09/2024 6:00PM ","10/09/2024 7:00PM ","1.566","0.000"
"10/09/2024 ","10/09/2024 7:00PM ","10/09/2024 8:00PM ","2.082","0.000"
"10/09/2024 ","10/09/2024 8:00PM ","10/09/2024 9:00PM ","1.650","0.000"
"10/09/2024 ","10/09/2024 9:00PM ","10/09/2024 10:00PM ","1.122","0.000"
"10/09/2024 ","10/09/2024 10:00PM ","10/09/2024 11:00PM ","0.936","0.000"
"10/09/2024 ","10/09/2024 11:00PM ","10/10/2024 12:00AM ","0.696","0.000"
"10/10/2024 ","10/10/2024 12:00AM ","10/10/2024 01:00AM ","0.378","0.000"
"10/10/2024 ","10/10/2024 01:00AM ","10/10/2024 02:00AM ","0.342","0.000"
"10/10/2024 ","10/10/2024 02:00AM ","10/10/2024 03:00AM ","0.492","0.000"
"10/10/2024 ","10/10/2024 03:00AM ","10/10/2024 04:00AM ","0.426","0.000"
"10/10/2024 ","10/10/2024 04:00AM ","10/10/2024 05:00AM ","0.438","0.000"
"10/10/2024 ","10/10/2024 05:00AM ","10/10/2024 06:00AM ","0.396","0.000"
"10/10/2024 ","10/10/2024 06:00AM ","10/10/2024 07:00AM ","0.570","0.000"
